A1;Codigouf;Codigomunicipio;Nome;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A28;A29;A30;A31;A32;A33;A34;A35;A36;A37;A38;A39;A40;A41;A42;A43;A44;A45;A46;A47;A48;A49;A50;A51;A52;A53;A54;A55;A56;A57;A58;A59;A60
1200104;12;104;BRASILEIA;Secretaria municipal em conjunto com outras políticas;Mestrado ou doutorado;Sim;2013;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2008;Sim, com legislação específica;1986;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;1982;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1200138;12;138;BUJARI;Setor subordinado a outra secretaria;Ensino superior completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2012;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1200179;12;179;CAPIXABA;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2013;Não foi atualizado;-;Sim, com legislação específica;2010;Não;-;Sim, com legislação específica;1993;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2007;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1200203;12;203;CRUZEIRO DO SUL;Não possui estrutura;-;Sim;2006;Não foi atualizado;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2015;Sim, com legislação específica;2015;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1988;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2006
1200252;12;252;EPITACIOLANDIA;Não possui estrutura;-;Sim;2012;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2009;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1200302;12;302;FEIJO;Setor subordinado a outra secretaria;Ensino médio completo;Sim;2005;Não foi atualizado;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;1999;Não;-;Não;-;Sim, com legislação específica;2003;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-
1200328;12;328;JORDAO;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1200336;12;336;MANCIO LIMA;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2007;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1200344;12;344;MANOEL URBANO;Secretaria municipal exclusiva;Ensino superior completo;Não;-;-;Não;Sim, com legislação específica;2010;Não;-;Não;-;Sim, com legislação específica;2003;Sim, com legislação específica;2013;Não;-;Sim, com legislação específica;Não soube informar*;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1200351;12;351;MARECHAL THAUMATURGO;Secretaria municipal em conjunto com outras políticas;Ensino médio completo;Não;-;-;Sim;Não;-;Não;-;Sim, com legislação específica;2007;Não;-;Não;-;Não;-;Sim, com legislação específica;2007;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1200385;12;385;PLACIDO DE CASTRO;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Não;-;-;Sim;Sim, com legislação específica;2011;Não;-;Sim, com legislação específica;Não soube informar*;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1200393;12;393;PORTO WALTER;Secretaria municipal em conjunto com outras políticas;Ensino médio completo;Não;-;-;Sim;Não;-;Não;-;Sim, com legislação específica;2008;Não;-;Sim, com legislação específica;1993;Não;-;Sim, com legislação específica;2012;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;1993;Sim, com legislação específica;1993;Sim, com legislação específica;1993;Não;-
1200401;12;401;RIO BRANCO;Secretaria municipal em conjunto com outras políticas;Pós-graduação;Sim;2006;2014;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2013;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2008;Não;-;Não;-;Sim, com legislação específica;2007;Sim, com legislação específica;2005;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2009;Não;-;Sim, com legislação específica;1999
1200427;12;427;RODRIGUES ALVES;Setor subordinado a outra secretaria;Ensino superior completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;Não soube informar*;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2013;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1200435;12;435;SANTA ROSA DO PURUS;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Não;-;-;Sim;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1200450;12;450;SENADOR GUIOMARD;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;1989;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2007;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1200500;12;500;SENA MADUREIRA;Secretaria municipal exclusiva;Ensino médio completo;Sim;2008;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-
1200609;12;609;TARAUACA;Secretaria municipal em conjunto com outras políticas;Pós-graduação;Sim;2007;2014;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;1989;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1200708;12;708;XAPURI;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2013;Não foi atualizado;-;Sim, com legislação específica;2011;Sim, com legislação específica;2011;Sim, com legislação específica;2005;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Não;-;Não;-;Sim, com legislação específica;2013;Não;-;Sim, com legislação específica;2014;Não;-;Não;-;Sim, com legislação específica;1987;Não;-;Sim, com legislação específica;2015;Não;-;Não;-;Sim, com legislação específica;2011;Não;-;Sim, com legislação específica;2005
1200807;12;807;PORTO ACRE;Secretaria municipal em conjunto com outras políticas;Ensino médio completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2013;Sim, com legislação específica;2014;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2013;Não;-;Não;-
1300029;13;29;ALVARAES;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;Não soube informar*;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1300060;13;60;AMATURA;Secretaria municipal exclusiva;Ensino médio completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2009;Não;-;Não;-;Não;-;Sim, com legislação específica;2009;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2013
1300086;13;86;ANAMA;Secretaria municipal exclusiva;Ensino médio completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2013;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1300102;13;102;ANORI;Secretaria municipal exclusiva;Ensino superior completo;Não;-;-;Não;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1300144;13;144;APUI;Não possui estrutura;-;Sim;2008;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2008;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2008
1300201;13;201;ATALAIA DO NORTE;Secretaria municipal exclusiva;Ensino médio completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2014;Não;-;Não;-;Sim, com legislação específica;2014;Não;-;Não;-;Não;-;Sim, com legislação específica;2014;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1300300;13;300;AUTAZES;Setor subordinado diretamente ao chefe do Executivo;Ensino superior completo;Sim;Não soube informar*;Não soube informar*;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1300409;13;409;BARCELOS;Secretaria municipal exclusiva;Ensino médio completo;Sim;2008;Não foi atualizado;-;Sim, com legislação específica;2008;Sim, com legislação específica;2008;Sim, com legislação específica;2008;Sim, com legislação específica;2008;Não;-;Sim, com legislação específica;2008;Sim, com legislação específica;2000;Sim, com legislação específica;2000;Sim, com legislação específica;2000;Sim, com legislação específica;2007;Sim, com legislação específica;2008;Não;-;Sim, com legislação específica;2008;Sim, com legislação específica;2003;Sim, com legislação específica;2008;Sim, com legislação específica;2008;Sim, com legislação específica;2008;Sim, com legislação específica;1997;Sim, com legislação específica;1997;Sim, com legislação específica;2003
1300508;13;508;BARREIRINHA;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2007;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2004;Sim, com legislação específica;2004;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2008;Sim, com legislação específica;2004;Sim, com legislação específica;2004;Não;-;Sim, com legislação específica;2004;Sim, com legislação específica;2004;Sim, com legislação específica;2008
1300607;13;607;BENJAMIN CONSTANT;Secretaria municipal exclusiva;Ensino médio completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;1998;Não;-;Sim, com legislação específica;1998;Sim, com legislação específica;1980;Não;-;Não;-;Não;-;Sim, com legislação específica;1980;Sim, com legislação específica;2014;Sim, com legislação específica;2014;Não;-;Sim, com legislação específica;2014;Não;-;Não;-;Não;-;Sim, com legislação específica;1998;Sim, com legislação específica;1998;Sim, com legislação específica;2014
1300631;13;631;BERURI;Secretaria municipal em conjunto com outras políticas;Ensino superior incompleto;Não;-;-;Não;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;1983;Não;-
1300680;13;680;BOA VISTA DO RAMOS;Setor subordinado a outra secretaria;Ensino superior incompleto;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2011;Sim, com legislação específica;1987;Sim, com legislação específica;1987;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2013;Sim, com legislação específica;1994;Não;-;Não;-;Sim, com legislação específica;1995;Não;-;Não;-;Sim, com legislação específica;1995;Não;-;Sim, com legislação específica;2013
1300706;13;706;BOCA DO ACRE;Secretaria municipal exclusiva;Ensino médio completo;Sim;2006;2006;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1991;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, com legislação específica;1975;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-
1300805;13;805;BORBA;Secretaria municipal exclusiva;Ensino médio completo;Sim;2006;Não foi atualizado;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2008;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-
1300839;13;839;CAAPIRANGA;Secretaria municipal exclusiva;Ensino fundamental completo;Não;-;-;Sim;Não;-;Não;-;Sim, com legislação específica;2013;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1300904;13;904;CANUTAMA;Secretaria municipal exclusiva;Ensino médio completo;Não;-;-;Sim;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
1301001;13;1001;CARAUARI;Não possui estrutura;-;Sim;Não soube informar*;Não foi atualizado;-;Não;-;Não;-;Sim, com legislação específica;Não soube informar*;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
